ACCNUM,YEAR,DATE,TIME,STREET1,STREET2,ROAD_CLASS,DISTRICT,WARDNUM,LATITUDE,LONGITUDE,LOCCOORD,ACCLOC,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,ACCLASS,IMPACTYPE,INVTYPE,INVAGE,INJURY
1191546,2010,2010/09/26 04:00:00+00,2235,HIGHWAY 27  N,VICE REGENT BLVD,Major Arterial,Etobicoke York,1,43.711345,-79.59279,Intersection,At Intersection,Stop Sign,Clear,Dark,Dry,Fatal,Turning Movement,Passenger,11,Fatal
1191582,2010,2010/09/26 04:00:00+00,2309,LAKE SHORE BLVD W,COLBORNE LODGE DR,Major Arterial,Toronto and East York,4,43.637945,-79.45899,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Fatal,Cyclist Collisions,Cyclist,72,Non-Fatal
1193747,2010,2010/10/07 04:00:00+00,2044,DORIS AVE,HOLLYWOOD AVE,Minor Arterial,North York,18,43.765745,-79.40909,Mid-Block,Intersection Related,Pedestrian Crossover,Clear,Dark,Dry,Fatal,Pedestrian Collisions,Pedestrian,42,Fatal
1202173,2010,2010/11/17 05:00:00+00,818,DUNDAS ST W,KENNETH AVE,Minor Arterial,Toronto and East York,4,43.662445,-79.45589,Intersection,Intersection Related,No Control,Rain,Daylight,Wet,Fatal,Pedestrian Collisions,Pedestrian,52,Fatal
1202989,2010,2010/11/19 05:00:00+00,744,LOWER SPADINA AVE,LAKE SHORE BLVD W,Major Arterial,Toronto and East York,10,43.638445,-79.39219,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Cyclist Collisions,Passenger,72,Non-Fatal
1204296,2010,2010/11/26 05:00:00+00,1719,HUMEWOOD GDNS,RUSHTON RD,Local,Toronto and East York,12,43.682945,-79.42839,Intersection,At Intersection,Stop Sign,Clear,Dark,Dry,Fatal,Pedestrian Collisions,Pedestrian,77,Fatal
1205835,2010,2010/12/05 05:00:00+00,421,422 BRIMORTON DR,Non-Fatal,Collector,Scarborough,24,43.769045,-79.23759,Mid-Block,Intersection Related,No Control,Clear,Dark,Dry,Fatal,SMV Other,Driver,22,Fatal
1206992,2010,2010/12/11 05:00:00+00,1935,ST CLAIR AVE E,DANFORTH RD,Major Arterial,Scarborough,20,43.716845,-79.25989,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Fatal,Pedestrian Collisions,Pedestrian,55,Non-Fatal
1207370,2010,2010/12/14 05:00:00+00,216,KINGSTON RD,ST QUENTIN AVE,Major Arterial,Scarborough,20,43.719145,-79.23929,Mid-Block,Intersection Related,No Control,Snow,Dark,Packed Snow,Fatal,SMV Other,Driver,33,Fatal
1208694,2010,2010/12/18 05:00:00+00,2256,MCCOWAN RD,MELDAZY DR,Major Arterial,Scarborough,2124,43.763845,-79.24839,Mid-Block,Intersection Related,No Control,Clear,Dark,Dry,Fatal,Approaching,Driver,55,Fatal
1209207,2010,2010/12/23 05:00:00+00,2027,BATHURST ST,BRIDGMAN AVE,Major Arterial,Toronto and East York,1211,43.673945,-79.41469,Mid-Block,Intersection Related,No Control,Clear,Dark,Dry,Fatal,Pedestrian Collisions,Pedestrian,42,Fatal
1209440,2010,2010/12/28 05:00:00+00,1734,STEELES AVE E,SILVER STAR BLVD,Major Arterial,Scarborough,22,43.825345,-79.29999,Intersection,At Intersection,Traffic Signal,Snow,Dark,Wet,Fatal,Pedestrian Collisions,Pedestrian,30,Non-Fatal
1212031,2011,2011/01/11 05:00:00+00,1023,QUEEN ST W,BATHURST ST,Major Arterial,Toronto and East York,10,43.647245,-79.40389,Intersection,At Intersection,No Control,Clear,Daylight,Wet,Fatal,Pedestrian Collisions,Pedestrian,72,Non-Fatal
1213866,2011,2011/01/21 05:00:00+00,519,DUFFERIN ST,NORTON AVE W,Major Arterial,Toronto and East York,9,43.678645,-79.44329,Intersection,Intersection Related,No Control,Snow,Dark,Slush,Fatal,Pedestrian Collisions,Pedestrian,77,Fatal
1214725,2011,2011/01/25 05:00:00+00,2058,BATHURST ST,FOREST RIDGE DR,Major Arterial,North York,8,43.706645,-79.42669,Mid-Block,Intersection Related,No Control,Clear,Dark,Wet,Fatal,Pedestrian Collisions,Pedestrian,77,Fatal
1215284,2011,2011/01/29 05:00:00+00,0,BLOOR ST W,CONCORD AVE,Major Arterial,Toronto and East York,9,43.661745,-79.42689,Intersection,At Intersection,No Control,Clear,Dark,Dry,Fatal,Pedestrian Collisions,Pedestrian,64,Non-Fatal
1216987,2011,2011/02/10 05:00:00+00,828,DUNDAS ST W,NEILSON DR,Major Arterial,Etobicoke York,23,43.627345,-79.56239,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,55,Non-Fatal
1224710,2011,2011/03/24 04:00:00+00,2225,SHEPPARD AVE E,MURISON BLVD,Major Arterial,Scarborough,25,43.799145,-79.21289,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Fatal,Pedestrian Collisions,Pedestrian,32,Non-Fatal
1224921,2011,2011/03/28 04:00:00+00,1152,NORTH QUEEN ST,ATOMIC AVE,Minor Arterial,Etobicoke York,3,43.621845,-79.54319,Mid-Block,Intersection Related,No Control,Clear,Daylight,Dry,Fatal,Approaching,Driver,72,Fatal
1230701,2011,2011/04/30 04:00:00+00,1837,F G GARDINER XY Expr E,CHERRY ST,Major Arterial,Toronto and East York,10,43.649045,-79.35619,Intersection,Intersection Related,No Control,Clear,Daylight,Dry,Fatal,SMV Other,Motorcycle Driver,20,Fatal
1237771,2011,2011/06/11 04:00:00+00,1308,DEWLANE DR,BATHURST ST,Major Arterial,North York,618,43.785945,-79.44589,Intersection,Intersection Related,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,82,Fatal
1239243,2011,2011/06/17 04:00:00+00,1432,WEDGEWOOD DR,YONGE ST,Major Arterial,North York,18,43.788945,-79.41779,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,7,Fatal
1241204,2011,2011/06/29 04:00:00+00,1135,STEELES AVE W,BATHURST ST,Major Arterial,North York,618,43.792345,-79.44589,Intersection,Intersection Related,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,32,Fatal
1241592,2011,2011/07/01 04:00:00+00,2229,WARDEN AVE,HUNTINGWOOD DR,Major Arterial,Scarborough,22,43.786906,-79.311565,Mid-Block,Intersection Related,No Control,Clear,Dark,Dry,Fatal,Pedestrian Collisions,Pedestrian,58,Fatal
1242674,2011,2011/07/08 04:00:00+00,414,BLACK CREEK DR,LAWRENCE AVE W,Major Arterial,Etobicoke York,5,43.707345,-79.49739,Mid-Block,Intersection Related,No Control,Clear,Dark,Dry,Fatal,SMV Other,Driver,22,Fatal
1244328,2011,2011/07/16 04:00:00+00,1215,LAWRENCE AVE W,ROYAL YORK RD,Minor Arterial,Etobicoke York,2,43.696145,-79.53269,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,SMV Other,Passenger,72,Fatal
1246736,2011,2011/07/24 04:00:00+00,1349,LAWRENCE AVE E,OVERTURE RD,Major Arterial,Scarborough,24,43.765445,-79.19949,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Approaching,Driver,32,Fatal
1246967,2011,2011/08/02 04:00:00+00,1236,LAKE SHORE BLVD W,EIGHTH ST,Major Arterial,Etobicoke York,3,43.600445,-79.50639,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,85,Non-Fatal
1247766,2011,2011/08/05 04:00:00+00,902,GREENWOOD AVE,PLAINS RD,Collector,Toronto and East York,14,43.693845,-79.33849,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Fatal,Cyclist Collisions,Cyclist,82,Fatal
1247862,2011,2011/08/07 04:00:00+00,1154,DIXON RD,GOLFWOOD HTS Heig,Major Arterial,Etobicoke York,12,43.698545,-79.53989,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Turning Movement,Motorcycle Driver,72,Non-Fatal
1248931,2011,2011/08/13 04:00:00+00,1800,28 REGATTA CRES,Non-Fatal,Local,North York,18,43.789345,-79.44389,Intersection,Intersection Related,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,77,Fatal
1249510,2011,2011/08/16 04:00:00+00,606,374 BROCK AVE,PUBLIC LANE,Laneway,Toronto and East York,9,43.652745,-79.43739,Park,Intersection Related,Stop Sign,Rain,Dark,Slush,Non-Fatal,Turning Movement,Passenger,72,Non-Fatal
1250553,2011,2011/08/22 04:00:00+00,551,ROYAL YORK RD,HARTFIELD RD,Minor Arterial,Etobicoke York,2,43.667145,-79.52009,Intersection,Intersection Related,No Control,Clear,Dark,Dry,Fatal,SMV Other,Driver,52,Fatal
1252228,2011,2011/08/30 04:00:00+00,1438,LAWRENCE AVE E,E OF DVP ON RAMP Aven,Major Arterial,North York,16,43.740245,-79.32799,Mid-Block,Intersection Related,No Control,Clear,Daylight,Dry,Fatal,Rear End,Passenger,42,Fatal
1252379,2011,2011/09/01 04:00:00+00,1540,MIDLAND AVE,BAYLAWN DR,Major Arterial,Scarborough,2223,43.800545,-79.28489,Mid-Block,Intersection Related,No Control,Clear,Daylight,Dry,Fatal,SMV Other,Driver,37,Fatal
1253623,2011,2011/09/12 04:00:00+00,1316,STEELES AVE W,STEINWAY BLVD,Major Arterial,Etobicoke York,1,43.753945,-79.62099,Mid-Block,Intersection Related,No Control,Clear,Daylight,Dry,Fatal,Turning Movement,Driver,63,Fatal
1255565,2011,2011/09/23 04:00:00+00,1912,MARTIN GROVE Road,DIXON Road,Major Arterial,Etobicoke York,12,43.691545,-79.57079,Intersection,At Intersection,Traffic Signal,Rain,Dark,Wet,Fatal,Pedestrian Collisions,Pedestrian,7,Non-Fatal
1258189,2011,2011/10/10 04:00:00+00,540,KENNEDY RD,FINCH AVE E,Major Arterial,Scarborough,22,43.801245,-79.29659,Intersection,At Intersection,Traffic Signal,Clear,Dark,Slush,Non-Fatal,Turning Movement,Passenger,72,Non-Fatal
1259602,2011,2011/10/18 04:00:00+00,548,WILSON AVE,ALLINGHAM GDNS,Major Arterial,North York,6,43.735545,-79.44279,Intersection,At Intersection,No Control,Clear,Dark,Slush,Non-Fatal,Turning Movement,Passenger,72,Non-Fatal
1260146,2011,2011/10/21 04:00:00+00,630,SPADINA AVE W,KING ST W,Major Arterial,Toronto and East York,10,43.645445,-79.39499,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Fatal,Pedestrian Collisions,Pedestrian,72,Non-Fatal
1263147,2011,2011/11/07 05:00:00+00,1134,DUNDAS ST W,STERLING RD,Minor Arterial,Toronto and East York,9,43.650645,-79.44299,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Fatal,Cyclist Collisions,Cyclist,28,Non-Fatal
1263764,2011,2011/11/10 05:00:00+00,1111,DON VALLEY PARKWAY  S,BAYVIEW BLOOR DVP RAMP,Major Arterial,Toronto and East York,14,43.682345,-79.36239,Mid-Block,Intersection Related,No Control,Clear,Daylight,Dry,Fatal,SMV Other,Driver,77,Fatal
1266990,2011,2011/12/01 05:00:00+00,102,JANE ST,ELLIS AVE,Major Arterial,Etobicoke York,5,43.702145,-79.50359,Intersection,Intersection Related,No Control,Clear,Dark,Slush,Non-Fatal,Turning Movement,Passenger,72,Non-Fatal
1267274,2011,2011/12/02 05:00:00+00,1830,LAWRENCE AVE E,TOWNLEY AVE,Major Arterial,Scarborough,21,43.742645,-79.30729,Intersection,At Intersection,No Control,Clear,Dusk,Slush,Non-Fatal,Turning Movement,Passenger,72,Non-Fatal
1270884,2011,2011/12/21 05:00:00+00,706,JANE ST,DRIFTWOOD AVE,Major Arterial,Etobicoke York,7,43.765898,-79.519672,Intersection,At Intersection,Traffic Signal,Rain,Dark,Slush,Non-Fatal,Turning Movement,Passenger,72,Non-Fatal
1271163,2011,2011/12/23 05:00:00+00,547,LAWRENCE AVE E,CURLEW DR,Major Arterial,North York,16,43.741145,-79.31929,Intersection,At Intersection,Traffic Signal,Clear,Dark,Slush,Non-Fatal,Turning Movement,Passenger,72,Non-Fatal
1275814,2012,2012/01/12 05:00:00+00,558,NEILSON RD,FINCH AVE E,Minor Arterial,Scarborough,2325,43.816245,-79.22759,Intersection,Intersection Related,Traffic Signal,Rain,Dark,Slush,Non-Fatal,Turning Movement,Passenger,72,Non-Fatal
1274722,2012,2012/01/12 05:00:00+00,2110,FOREST GROVE DR,PAGE AVE,Local,North York,17,43.779645,-79.37889,Mid-Block,Intersection Related,No Control,Clear,Dark,Slush,Non-Fatal,Turning Movement,Passenger,72,Non-Fatal
1276186,2012,2012/01/20 05:00:00+00,2214,SENECA HILL DR,DON MILLS RD,Collector,North York,17,43.790045,-79.35519,Mid-Block,Intersection Related,No Control,Snow,Dark,Packed Snow,Fatal,SMV Other,Driver,53,Fatal
1277329,2012,2012/01/26 05:00:00+00,903,DIXON RD,ISLINGTON AVE,Major Arterial,Etobicoke York,12,43.697045,-79.54669,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Wet,Fatal,Turning Movement,Passenger,17,Non-Fatal
1278086,2012,2012/01/30 05:00:00+00,1428,STEELES AVE W,ISLINGTON AVE,Major Arterial,Etobicoke York,7,43.764346,-79.574893,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Turning Movement,Driver,14,Non-Fatal
1279209,2012,2012/02/06 05:00:00+00,233,F G GARDINER XY  E,DUFFERIN ST,Major Arterial,Toronto and East York,4,43.632643,-79.429286,Mid-Block,Intersection Related,No Control,Clear,Dark,Slush,Non-Fatal,Turning Movement,Passenger,72,Non-Fatal
1285342,2012,2012/03/21 04:00:00+00,2215,JANE ST,NICKLE ST,Major Arterial,Etobicoke York,5,43.691545,-79.50099,Intersection,Intersection Related,No Control,Clear,Dark,Slush,Non-Fatal,Turning Movement,Passenger,72,Non-Fatal
1286941,2012,2012/04/02 04:00:00+00,555,FINCH AVE W,DRIFTWOOD AVE,Major Arterial,Etobicoke York,7,43.758245,-79.51239,Mid-Block,Intersection Related,No Control,Clear,Dawn,Slush,Non-Fatal,Turning Movement,Passenger,72,Non-Fatal
1287084,2012,2012/04/03 04:00:00+00,230,MOUNT PLEASANT RD,STIBBARD AVE,Major Arterial,North York,15,43.716945,-79.39359,Intersection,Intersection Related,No Control,Clear,Dark,Dry,Fatal,SMV Other,Passenger,13,Fatal
1289974,2012,2012/04/19 04:00:00+00,1203,MORNINGSIDE AVE,MILNER AVE,Major Arterial,Scarborough,25,43.800745,-79.19929,Mid-Block,Intersection Related,No Control,Clear,Daylight,Dry,Fatal,SMV Other,Driver,52,Fatal
1290105,2012,2012/04/20 04:00:00+00,1447,DON VALLEY PARKWAY  N,GERRARD ST E,Major Arterial,Toronto and East York,14,43.665145,-79.35589,Mid-Block,Intersection Related,No Control,Clear,Daylight,Dry,Fatal,SMV Other,Motorcycle Driver,37,Fatal
1290199,2012,2012/04/21 04:00:00+00,2050,MORNINGSIDE AVE,MILNER AVE,Major Arterial,Scarborough,25,43.800245,-79.19909,Intersection,At Intersection,Traffic Signal,Clear,Dark,Slush,Non-Fatal,Turning Movement,Passenger,72,Non-Fatal
1292918,2012,2012/05/07 04:00:00+00,801,STEELES AVE E,BIRCHMOUNT RD,Major Arterial,Scarborough,22,43.821345,-79.31689,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,3,Non-Fatal
1293835,2012,2012/05/11 04:00:00+00,1239,DUPLEX AVE,ANDERSON AVE,Collector,Toronto and East York,12,43.704245,-79.40049,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,26,Non-Fatal
1294403,2012,2012/05/15 04:00:00+00,1426,WESTON RD,STEELES AVE W,Major Arterial,Etobicoke York,7,43.770245,-79.54649,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,75,Non-Fatal
1295871,2012,2012/05/27 04:00:00+00,1240,22 DELHI AVE,Non-Fatal,Local,North York,8,43.742343,-79.418292,Intersection,Intersection Related,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,82,Fatal
1298038,2012,2012/06/08 04:00:00+00,1520,LAWRENCE AVE E,KARL FRASER  RD,Major Arterial,North York,16,43.736845,-79.34499,Intersection,Intersection Related,No Control,Clear,Daylight,Dry,Fatal,Turning Movement,Motorcycle Driver,42,Fatal
1298952,2012,2012/06/14 04:00:00+00,738,ADELAIDE ST W,BRANT ST,Major Arterial,Toronto and East York,10,43.646245,-79.39819,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,72,Non-Fatal
1302631,2012,2012/07/08 04:00:00+00,1855,SHEPPARD AVE W,WILSON HEIGHTS BLVD,Major Arterial,North York,6,43.751645,-79.45669,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,72,Non-Fatal
1302903,2012,2012/07/09 04:00:00+00,907,ACE LANE,WOLSELEY ST,Local,Toronto and East York,10,43.647745,-79.40369,Mid-Block,At Intersection,No Control,Clear,Daylight,Dry,Fatal,SMV Other,Passenger,82,Fatal
1304055,2012,2012/07/13 04:00:00+00,2151,EGLINTON AVE E,BRIMLEY RD,Major Arterial,Scarborough,2120,43.736445,-79.24899,Mid-Block,Intersection Related,No Control,Clear,Dark,Slush,Non-Fatal,Turning Movement,Passenger,72,Non-Fatal
1307650,2012,2012/07/27 04:00:00+00,2133,KINGSTON RD,LAWRENCE AVE E,Major Arterial,Scarborough,24,43.767646,-79.189586,Intersection,At Intersection,Traffic Signal,Clear,Dusk,Slush,Non-Fatal,Turning Movement,Passenger,72,Non-Fatal
1307456,2012,2012/07/28 04:00:00+00,1224,HIGHWAY 27  N,HARNESS RD,Major Arterial,Etobicoke York,1,43.720045,-79.59679,Intersection,Intersection Related,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,35,Fatal
1307861,2012,2012/07/30 04:00:00+00,1623,NEILSON RD,OAKMEADOW BLVD,Minor Arterial,Scarborough,24,43.790545,-79.21259,Mid-Block,Intersection Related,No Control,Clear,Daylight,Dry,Fatal,SMV Other,Driver,19,Fatal
1311119,2012,2012/08/21 04:00:00+00,940,FINCH AVE W,YONGE ST,Major Arterial,North York,18,43.779545,-79.41639,Mid-Block,At Intersection,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,48,Fatal
1311464,2012,2012/08/23 04:00:00+00,1627,ALLIANCE AVE,ROCKCLIFFE BLVD,Collector,Etobicoke York,5,43.676943,-79.489391,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Angle,Motorcycle Driver,42,Fatal
1311644,2012,2012/08/25 04:00:00+00,810,CARLTON ST,SHERBOURNE ST,Minor Arterial,Toronto and East York,13,43.663245,-79.37259,Mid-Block,Intersection Related,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,27,Fatal
1311647,2012,2012/08/25 04:00:00+00,2350,MARILAKE DR,SUMMERGLADE DR,Local,Scarborough,23,43.780945,-79.27089,Mid-Block,Intersection Related,No Control,Clear,Dark,Slush,Non-Fatal,Turning Movement,Passenger,72,Non-Fatal
1314089,2012,2012/09/10 04:00:00+00,943,3133 BAYVIEW AVE,BYNG AVE,Major Arterial,North York,1817,43.782045,-79.39149,Intersection,Intersection Related,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,77,Fatal
1314296,2012,2012/09/11 04:00:00+00,840,GLENGROVE AVE,MARLEE AVE,Minor Arterial,North York,8,43.710745,-79.44449,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Fatal,Angle,Motorcycle Driver,41,Fatal
1315100,2012,2012/09/14 04:00:00+00,102,F G GARDINER XY  E,SOUTH KINGSWAY,Major Arterial,Toronto and East York,4,43.634787,-79.470248,Mid-Block,Intersection Related,No Control,Clear,Dark,Slush,Non-Fatal,Turning Movement,Passenger,72,Non-Fatal
1316338,2012,2012/09/22 04:00:00+00,1845,264 ATTWELL DR,Non-Fatal,Collector,Etobicoke York,1,43.695545,-79.58959,Mid-Block,Intersection Related,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,18,Fatal
1318483,2012,2012/10/05 04:00:00+00,1455,JANE ST,CORBETT AVE,Major Arterial,Etobicoke York,5,43.670245,-79.49319,Intersection,Intersection Related,No Control,Clear,Daylight,Dry,Fatal,SMV Other,Motorcycle Driver,37,Fatal
1319536,2012,2012/10/14 04:00:00+00,410,ROGERS RD,OLD WESTON RD,Minor Arterial,Etobicoke York,59,43.681845,-79.46769,Intersection,At Intersection,Traffic Signal,Rain,Dark,Slush,Non-Fatal,Turning Movement,Passenger,72,Non-Fatal
1321027,2012,2012/10/20 04:00:00+00,518,DON VALLEY PARKWAY  S,SPANBRIDGE RD,Non-Fatal,North York,16,43.714343,-79.325488,Mid-Block,Intersection Related,No Control,Clear,Dark,Slush,Non-Fatal,Turning Movement,Passenger,72,Non-Fatal
1321216,2012,2012/10/21 04:00:00+00,325,MCNICOLL AVE,BIRCHMOUNT RD,Minor Arterial,Scarborough,22,43.807944,-79.314189,Mid-Block,At Intersection,No Control,Clear,Dark,Slush,Non-Fatal,Turning Movement,Passenger,72,Non-Fatal
1323544,2012,2012/11/01 04:00:00+00,652,LAWRENCE AVE W,CORONA ST,Major Arterial,North York,8,43.714145,-79.45329,Mid-Block,Intersection Related,No Control,Rain,Dark,Wet,Fatal,Pedestrian Collisions,Pedestrian,32,Fatal
1324513,2012,2012/11/07 05:00:00+00,1437,RICHMOND ST W,UNIVERSITY AVE,Major Arterial,Toronto and East York,10,43.650045,-79.38629,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Cyclist Collisions,Cyclist,72,Non-Fatal
1327099,2012,2012/11/23 05:00:00+00,643,DAVENPORT RD,LANSDOWNE AVE,Minor Arterial,Toronto and East York,9,43.671546,-79.448291,Intersection,At Intersection,Traffic Signal,Clear,Dark,Slush,Non-Fatal,Turning Movement,Passenger,72,Non-Fatal
1327765,2012,2012/11/27 05:00:00+00,1720,MIDLAND AVE,KILCULLEN CASTLE GT,Major Arterial,Scarborough,2223,43.809645,-79.28999,Intersection,Intersection Related,No Control,Clear,Dark,Slush,Non-Fatal,Turning Movement,Passenger,72,Non-Fatal
1329059,2012,2012/12/03 05:00:00+00,1507,ELM RD,FatalIRLAWN AVE,Collector,North York,8,43.728645,-79.41439,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,43,Fatal
1331849,2012,2012/12/18 05:00:00+00,2100,KINGSTON RD,BEECHGROVE DR,Major Arterial,Scarborough,25,43.776445,-79.17369,Intersection,At Intersection,No Control,Clear,Dark,Dry,Fatal,Pedestrian Collisions,Pedestrian,78,Fatal
1332258,2012,2012/12/20 05:00:00+00,748,SHEPPARD AVE E,ALLANFORD RD,Major Arterial,Scarborough,22,43.782345,-79.29219,Mid-Block,Intersection Related,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,43,Fatal
1332261,2012,2012/12/20 05:00:00+00,2015,KENNEDY Rd,TREVERTON Dr,Major Arterial,Scarborough,21,43.733845,-79.26859,Intersection,Intersection Related,No Control,Rain,Dark,Slush,Non-Fatal,Turning Movement,Passenger,72,Non-Fatal
1334928,2013,2013/01/10 05:00:00+00,1851,MORNINGSIDE AVE,OLD FINCH AVE,Minor Arterial,Scarborough,25,43.818743,-79.215091,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Fatal,Turning Movement,Driver,72,Fatal
1335553,2013,2013/01/15 05:00:00+00,1438,YONGE ST,MARLBOROUGH AVE,Major Arterial,Toronto and East York,11,43.679843,-79.390689,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,72,Non-Fatal
1336921,2013,2013/01/23 05:00:00+00,1556,EGLINTON AVE E,SINNOTT RD,Major Arterial,Scarborough,2120,43.729346,-79.280689,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,72,Non-Fatal
1338700,2013,2013/02/02 05:00:00+00,1041,550 BIRCHMOUNT RD,Non-Fatal,Minor Arterial,Scarborough,20,43.711943,-79.270191,Mid-Block,Intersection Related,No Control,Snow,Daylight,Wet,Fatal,Pedestrian Collisions,Pedestrian,38,Fatal
1339180,2013,2013/02/06 05:00:00+00,1045,DUNDAS ST W,SHERIDAN AVE,Minor Arterial,Toronto and East York,9,43.649745,-79.433688,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,72,Non-Fatal
